Date,Total sleep time,Nap duration,Starting sleep time(night),Ending sleep time(night),Number of times woken up during sleep,Sleep during night,Total night sleep
2021-10-03 ,7 hours 37 min,6 hours 21 min,07:22:28,08:57:28,20,Yes,1 hours 16 min
2021-10-04 ,8 hours 23 min,7 hours 17 min,21:01:27,21:37:56,16,Yes,1 hours 6 min
2021-10-05 ,6 hours 42 min,6 hours 26 min,21:12:39,21:15:10,16,Yes,0 hours 15 min
2021-10-06 ,4 hours 55 min,3 hours 56 min,21:08:19,21:52:00,13,Yes,0 hours 58 min
2021-10-07 ,5 hours 15 min,4 hours 14 min,21:14:31,21:50:31,13,Yes,1 hours 1 min
2021-10-08 ,7 hours 9 min,6 hours 28 min,21:20:41,22:01:41,17,Yes,0 hours 41 min
2021-10-09 ,7 hours 8 min,5 hours 52 min,21:05:24,22:49:24,22,Yes,1 hours 16 min
2021-10-10 ,5 hours 12 min,5 hours 12 min,,,13,No,0 hours 0 min
2021-10-11 ,6 hours 59 min,5 hours 53 min,21:06:56,22:03:56,21,Yes,1 hours 6 min
2021-10-12 ,5 hours 25 min,4 hours 50 min,21:02:30,21:34:30,13,Yes,0 hours 35 min
2021-10-13 ,6 hours 26 min,6 hours 26 min,,,15,No,0 hours 0 min
2021-10-14 ,5 hours 0 min,5 hours 0 min,,,11,No,0 hours 0 min
2021-10-15 ,8 hours 13 min,7 hours 11 min,21:00:25,22:26:25,21,Yes,1 hours 2 min
2021-10-16 ,8 hours 57 min,8 hours 30 min,21:16:39,21:25:39,22,Yes,0 hours 27 min
2021-10-17 ,9 hours 25 min,7 hours 46 min,04:32:13,21:25:31,24,Yes,1 hours 39 min
2021-10-18 ,6 hours 50 min,6 hours 50 min,,,15,No,0 hours 0 min
2021-10-19 ,8 hours 45 min,7 hours 54 min,21:05:19,21:49:19,20,Yes,0 hours 51 min
2021-10-20 ,7 hours 36 min,7 hours 36 min,,,21,No,0 hours 0 min
2021-10-21 ,6 hours 40 min,6 hours 40 min,,,18,No,0 hours 0 min
2021-10-22 ,5 hours 14 min,5 hours 3 min,21:16:19,21:27:19,13,Yes,0 hours 11 min
2021-10-23 ,5 hours 54 min,4 hours 22 min,21:07:12,22:30:12,12,Yes,1 hours 32 min
2021-10-24 ,7 hours 27 min,5 hours 40 min,06:46:57,08:26:57,18,Yes,1 hours 47 min
2021-10-25 ,7 hours 44 min,7 hours 44 min,,,18,No,0 hours 0 min
2021-10-26 ,4 hours 21 min,4 hours 6 min,21:00:55,21:11:55,9,Yes,0 hours 15 min
2021-10-27 ,4 hours 17 min,4 hours 17 min,,,12,No,0 hours 0 min
2021-10-28 ,4 hours 27 min,4 hours 27 min,,,15,No,0 hours 0 min
2021-10-29 ,3 hours 20 min,3 hours 20 min,,,10,No,0 hours 0 min
2021-10-30 ,5 hours 28 min,5 hours 28 min,,,11,No,0 hours 0 min
2021-10-31 ,6 hours 17 min,5 hours 37 min,21:03:09,21:36:09,14,Yes,0 hours 40 min
2021-11-01 ,6 hours 30 min,6 hours 30 min,,,11,No,0 hours 0 min
2021-11-02 ,6 hours 10 min,6 hours 10 min,,,16,No,0 hours 0 min
2021-11-03 ,6 hours 51 min,6 hours 51 min,,,14,No,0 hours 0 min
2021-11-04 ,4 hours 34 min,4 hours 34 min,,,14,No,0 hours 0 min
2021-11-05 ,6 hours 28 min,5 hours 41 min,21:01:54,21:33:54,14,Yes,0 hours 47 min
2021-11-06 ,4 hours 25 min,3 hours 59 min,21:07:01,21:19:01,16,Yes,0 hours 26 min
2021-11-07 ,5 hours 31 min,3 hours 48 min,06:15:38,21:42:18,15,Yes,1 hours 43 min
2021-11-08 ,6 hours 34 min,6 hours 34 min,,,17,No,0 hours 0 min
2021-11-09 ,6 hours 2 min,6 hours 2 min,,,12,No,0 hours 0 min
2021-11-10 ,4 hours 9 min,4 hours 9 min,,,8,No,0 hours 0 min
2021-11-11 ,6 hours 24 min,6 hours 8 min,21:27:45,21:43:45,16,Yes,0 hours 16 min
2021-11-12 ,7 hours 12 min,7 hours 12 min,,,14,No,0 hours 0 min
2021-11-13 ,8 hours 28 min,6 hours 51 min,21:05:02,22:33:02,17,Yes,1 hours 37 min
2021-11-14 ,8 hours 19 min,7 hours 0 min,01:02:14,02:51:14,22,Yes,1 hours 19 min
2021-11-15 ,5 hours 0 min,5 hours 0 min,,,13,No,0 hours 0 min
2021-11-16 ,7 hours 34 min,7 hours 34 min,,,17,No,0 hours 0 min
2021-11-17 ,6 hours 20 min,6 hours 20 min,,,13,No,0 hours 0 min
2021-11-18 ,6 hours 13 min,6 hours 13 min,,,10,No,0 hours 0 min
2021-11-19 ,5 hours 27 min,5 hours 27 min,,,13,No,0 hours 0 min
2021-11-20 ,8 hours 5 min,5 hours 13 min,21:00:26,23:51:26,18,Yes,2 hours 52 min
2021-11-21 ,11 hours 4 min,7 hours 17 min,00:03:26,06:36:17,33,Yes,3 hours 47 min
2021-11-22 ,6 hours 43 min,6 hours 43 min,,,15,No,0 hours 0 min
2021-11-23 ,7 hours 55 min,7 hours 55 min,,,19,No,0 hours 0 min
2021-11-24 ,4 hours 45 min,4 hours 45 min,,,13,No,0 hours 0 min
2021-11-25 ,7 hours 13 min,7 hours 13 min,,,11,No,0 hours 0 min
2021-11-26 ,6 hours 59 min,6 hours 59 min,,,17,No,0 hours 0 min
2021-11-27 ,8 hours 18 min,6 hours 16 min,21:01:50,22:53:50,18,Yes,2 hours 2 min
2021-11-28 ,10 hours 13 min,6 hours 48 min,03:09:59,07:11:59,24,Yes,3 hours 25 min
2021-11-29 ,6 hours 24 min,6 hours 24 min,,,17,No,0 hours 0 min
2021-11-30 ,6 hours 22 min,6 hours 22 min,,,16,No,0 hours 0 min
2021-12-01 ,7 hours 21 min,7 hours 21 min,,,16,No,0 hours 0 min
2021-12-02 ,5 hours 12 min,5 hours 12 min,,,14,No,0 hours 0 min
2021-12-03 ,1 hours 15 min,1 hours 15 min,,,2,No,0 hours 0 min
