Date,Total sleep time,Nap duration,Starting sleep time(night),Ending sleep time(night),Number of times woken up during sleep,Sleep during night,Total night sleep
2021-08-19 ,6 hours 9 min,5 hours 31 min,21:01:53,21:37:53,16,Yes,0 hours 38 min
2021-08-20 ,3 hours 39 min,2 hours 57 min,21:00:57,21:29:57,11,Yes,0 hours 42 min
2021-08-21 ,5 hours 31 min,3 hours 34 min,21:10:02,22:45:02,14,Yes,1 hours 57 min
2021-08-22 ,4 hours 31 min,3 hours 43 min,21:04:41,21:37:41,13,Yes,0 hours 48 min
2021-08-23 ,5 hours 42 min,5 hours 27 min,20:51:47,21:06:47,11,Yes,0 hours 15 min
2021-08-24 ,8 hours 33 min,6 hours 38 min,06:05:22,21:46:24,18,Yes,1 hours 55 min
2021-08-25 ,6 hours 23 min,5 hours 47 min,21:10:29,21:30:29,15,Yes,0 hours 36 min
2021-08-26 ,6 hours 21 min,5 hours 41 min,21:00:27,21:28:27,12,Yes,0 hours 40 min
2021-08-27 ,5 hours 19 min,4 hours 23 min,21:00:40,21:49:40,12,Yes,0 hours 56 min
2021-08-28 ,6 hours 36 min,5 hours 47 min,21:11:40,22:00:40,18,Yes,0 hours 49 min
2021-08-29 ,4 hours 56 min,4 hours 7 min,21:00:48,21:46:48,13,Yes,0 hours 49 min
2021-08-30 ,5 hours 39 min,4 hours 59 min,21:00:51,21:29:51,13,Yes,0 hours 40 min
2021-08-31 ,4 hours 33 min,4 hours 12 min,21:07:56,21:28:56,10,Yes,0 hours 21 min
2021-09-01 ,5 hours 23 min,4 hours 40 min,21:19:11,21:42:11,12,Yes,0 hours 43 min
2021-09-02 ,6 hours 46 min,5 hours 51 min,21:01:22,21:44:22,17,Yes,0 hours 55 min
2021-09-03 ,5 hours 1 min,3 hours 54 min,21:13:02,22:03:02,11,Yes,1 hours 7 min
2021-09-04 ,5 hours 42 min,4 hours 54 min,21:27:05,22:47:05,14,Yes,0 hours 48 min
2021-09-05 ,5 hours 38 min,5 hours 5 min,21:05:38,21:27:38,18,Yes,0 hours 33 min
2021-09-06 ,5 hours 47 min,4 hours 23 min,21:08:53,22:23:53,15,Yes,1 hours 24 min
2021-09-07 ,6 hours 15 min,3 hours 58 min,06:58:55,21:46:59,17,Yes,2 hours 17 min
2021-09-08 ,5 hours 5 min,5 hours 0 min,21:30:52,21:35:52,14,Yes,0 hours 5 min
2021-09-09 ,5 hours 46 min,5 hours 29 min,21:30:55,21:47:55,12,Yes,0 hours 17 min
2021-09-10 ,4 hours 5 min,3 hours 41 min,21:15:44,21:16:44,12,Yes,0 hours 24 min
2021-09-11 ,8 hours 20 min,6 hours 41 min,21:05:40,22:20:40,18,Yes,1 hours 39 min
2021-09-12 ,3 hours 40 min,3 hours 32 min,21:12:57,21:20:57,11,Yes,0 hours 8 min
2021-09-13 ,6 hours 25 min,6 hours 13 min,20:54:02,21:06:02,17,Yes,0 hours 12 min
2021-09-14 ,5 hours 30 min,4 hours 55 min,21:11:43,21:46:43,16,Yes,0 hours 35 min
2021-09-15 ,5 hours 23 min,4 hours 38 min,21:10:02,21:43:02,14,Yes,0 hours 45 min
2021-09-16 ,3 hours 41 min,3 hours 41 min,20:43:11,21:15:11,9,No,0 hours 0 min
2021-09-17 ,6 hours 18 min,6 hours 18 min,20:55:15,21:27:15,15,No,0 hours 0 min
2021-09-18 ,4 hours 7 min,4 hours 4 min,21:07:33,21:10:33,15,Yes,0 hours 3 min
2021-09-19 ,8 hours 7 min,5 hours 35 min,21:02:41,23:27:41,16,Yes,2 hours 32 min
2021-09-20 ,4 hours 14 min,4 hours 14 min,,,11,No,0 hours 0 min
2021-09-21 ,4 hours 56 min,2 hours 37 min,21:28:10,23:47:10,12,Yes,2 hours 19 min
2021-09-22 ,6 hours 13 min,5 hours 14 min,21:03:12,21:46:12,18,Yes,0 hours 59 min
2021-09-23 ,6 hours 57 min,6 hours 15 min,21:03:35,21:29:35,17,Yes,0 hours 42 min
2021-09-24 ,4 hours 34 min,4 hours 1 min,21:00:19,21:29:19,12,Yes,0 hours 33 min
2021-09-25 ,7 hours 48 min,6 hours 2 min,21:23:45,22:40:45,16,Yes,1 hours 46 min
2021-09-26 ,7 hours 30 min,6 hours 52 min,21:07:30,21:29:30,19,Yes,0 hours 38 min
2021-09-27 ,6 hours 25 min,5 hours 39 min,21:02:48,21:44:48,14,Yes,0 hours 46 min
2021-09-28 ,6 hours 46 min,6 hours 9 min,21:02:08,21:29:08,18,Yes,0 hours 37 min
2021-09-29 ,5 hours 41 min,4 hours 59 min,21:09:22,21:39:22,13,Yes,0 hours 42 min
2021-09-30 ,6 hours 19 min,5 hours 51 min,20:38:37,21:06:37,14,Yes,0 hours 28 min
2021-10-01 ,7 hours 3 min,5 hours 55 min,21:01:48,21:54:48,17,Yes,1 hours 8 min
2021-10-02 ,7 hours 30 min,5 hours 19 min,21:00:09,23:10:39,14,Yes,2 hours 11 min
2021-10-03 ,5 hours 27 min,4 hours 41 min,21:09:51,21:29:51,14,Yes,0 hours 46 min
2021-10-04 ,6 hours 29 min,4 hours 29 min,06:50:04,21:26:04,16,Yes,2 hours 0 min
2021-10-05 ,6 hours 47 min,5 hours 38 min,21:11:15,22:03:15,12,Yes,1 hours 9 min
2021-10-06 ,5 hours 27 min,4 hours 37 min,21:04:34,21:36:34,14,Yes,0 hours 50 min
2021-10-07 ,5 hours 24 min,4 hours 26 min,21:17:50,21:50:50,13,Yes,0 hours 58 min
2021-10-08 ,7 hours 24 min,5 hours 20 min,21:00:06,22:44:06,13,Yes,2 hours 4 min
2021-10-09 ,8 hours 11 min,5 hours 43 min,21:16:56,23:20:56,18,Yes,2 hours 28 min
2021-10-10 ,5 hours 44 min,5 hours 31 min,21:29:35,21:42:35,13,Yes,0 hours 13 min
2021-10-11 ,7 hours 41 min,5 hours 39 min,07:00:51,21:48:50,16,Yes,2 hours 2 min
2021-10-12 ,5 hours 18 min,4 hours 47 min,21:26:13,21:29:13,12,Yes,0 hours 31 min
2021-10-14 ,5 hours 57 min,5 hours 15 min,21:00:09,21:29:09,18,Yes,0 hours 42 min
2021-10-15 ,6 hours 12 min,5 hours 38 min,21:08:21,21:18:21,11,Yes,0 hours 34 min
2021-10-16 ,8 hours 31 min,6 hours 14 min,21:00:12,23:12:12,18,Yes,2 hours 17 min
2021-10-17 ,4 hours 3 min,3 hours 15 min,21:18:26,21:46:26,11,Yes,0 hours 48 min
2021-10-18 ,4 hours 13 min,2 hours 57 min,21:01:43,21:53:43,12,Yes,1 hours 16 min
2021-10-19 ,4 hours 30 min,3 hours 28 min,21:18:50,22:01:50,13,Yes,1 hours 2 min
2021-10-20 ,6 hours 18 min,5 hours 32 min,21:10:56,22:07:56,14,Yes,0 hours 46 min
2021-10-21 ,4 hours 33 min,3 hours 12 min,21:05:01,21:57:01,10,Yes,1 hours 21 min
2021-10-23 ,8 hours 30 min,7 hours 19 min,21:00:52,22:11:52,18,Yes,1 hours 11 min
2021-10-24 ,5 hours 59 min,5 hours 25 min,21:07:02,21:29:02,13,Yes,0 hours 34 min
2021-10-25 ,5 hours 53 min,5 hours 22 min,21:08:11,21:29:11,10,Yes,0 hours 31 min
2021-10-26 ,3 hours 51 min,2 hours 36 min,21:18:11,22:04:11,9,Yes,1 hours 15 min
2021-10-27 ,5 hours 36 min,4 hours 48 min,21:05:15,21:29:15,12,Yes,0 hours 48 min
2021-10-28 ,3 hours 51 min,3 hours 5 min,21:08:28,21:34:28,13,Yes,0 hours 46 min
2021-10-29 ,4 hours 34 min,3 hours 55 min,21:09:03,21:30:03,14,Yes,0 hours 39 min
2021-10-30 ,6 hours 34 min,5 hours 54 min,21:07:05,22:22:05,16,Yes,0 hours 40 min
2021-11-01 ,6 hours 3 min,5 hours 34 min,21:00:44,21:28:44,8,Yes,0 hours 29 min
2021-11-02 ,6 hours 58 min,5 hours 48 min,21:16:54,22:08:54,18,Yes,1 hours 10 min
2021-11-03 ,5 hours 52 min,4 hours 0 min,07:02:45,21:29:46,18,Yes,1 hours 52 min
2021-11-04 ,6 hours 30 min,4 hours 34 min,07:00:50,22:07:56,16,Yes,1 hours 56 min
2021-11-05 ,6 hours 35 min,3 hours 17 min,06:55:58,23:04:02,19,Yes,3 hours 18 min
2021-11-06 ,6 hours 16 min,5 hours 25 min,21:00:52,22:00:52,14,Yes,0 hours 51 min
2021-11-07 ,6 hours 7 min,5 hours 31 min,21:17:54,22:16:54,17,Yes,0 hours 36 min
2021-11-08 ,6 hours 44 min,5 hours 31 min,21:06:01,22:11:01,18,Yes,1 hours 13 min
2021-11-09 ,5 hours 51 min,5 hours 24 min,21:07:10,21:19:10,12,Yes,0 hours 27 min
2021-11-10 ,7 hours 11 min,4 hours 58 min,05:59:16,22:05:45,19,Yes,2 hours 13 min
2021-11-11 ,7 hours 1 min,5 hours 22 min,06:38:46,21:14:49,12,Yes,1 hours 39 min
2021-11-12 ,5 hours 19 min,3 hours 55 min,21:05:30,22:20:30,14,Yes,1 hours 24 min
2021-11-13 ,6 hours 8 min,3 hours 37 min,21:13:37,23:20:37,11,Yes,2 hours 31 min
2021-11-14 ,6 hours 44 min,6 hours 44 min,,,12,No,0 hours 0 min
2021-11-15 ,3 hours 56 min,3 hours 56 min,20:56:18,21:29:18,10,No,0 hours 0 min
2021-11-16 ,6 hours 22 min,4 hours 55 min,21:07:22,22:08:22,13,Yes,1 hours 27 min
2021-11-17 ,6 hours 28 min,5 hours 2 min,21:05:32,22:03:32,16,Yes,1 hours 26 min
2021-11-18 ,5 hours 25 min,4 hours 37 min,21:14:37,22:23:37,15,Yes,0 hours 48 min
2021-11-20 ,6 hours 39 min,5 hours 50 min,21:01:09,21:26:09,13,Yes,0 hours 49 min
2021-11-21 ,7 hours 13 min,6 hours 21 min,08:30:28,21:29:29,19,Yes,0 hours 52 min
2021-11-22 ,6 hours 33 min,4 hours 15 min,07:02:37,22:18:36,15,Yes,2 hours 18 min
2021-11-23 ,5 hours 17 min,4 hours 46 min,21:25:43,21:29:43,16,Yes,0 hours 31 min
2021-11-24 ,6 hours 16 min,5 hours 20 min,21:21:51,22:17:51,12,Yes,0 hours 56 min
2021-11-25 ,6 hours 44 min,5 hours 19 min,21:03:53,22:16:53,12,Yes,1 hours 25 min
2021-11-26 ,5 hours 1 min,3 hours 30 min,21:04:01,22:35:01,13,Yes,1 hours 31 min
2021-11-27 ,6 hours 35 min,5 hours 13 min,21:02:52,22:48:52,14,Yes,1 hours 22 min
2021-11-28 ,4 hours 51 min,3 hours 49 min,21:00:08,22:01:08,14,Yes,1 hours 2 min
2021-11-29 ,7 hours 13 min,4 hours 51 min,07:23:17,22:12:48,15,Yes,2 hours 22 min
2021-11-30 ,6 hours 16 min,5 hours 2 min,21:00:08,22:08:08,17,Yes,1 hours 14 min
2021-12-02 ,5 hours 50 min,4 hours 51 min,21:09:38,22:29:38,17,Yes,0 hours 59 min
