Date,Total sleep time,Nap duration,Starting sleep time(night),Ending sleep time(night),Number of times woken up during sleep,Sleep during night,Total night sleep
2021-09-01 ,5 hours 19 min,2 hours 55 min,00:18:55,22:59:27,13,Yes,2 hours 24 min
2021-09-03 ,5 hours 8 min,3 hours 54 min,21:10:07,23:20:07,12,Yes,1 hours 14 min
2021-09-05 ,7 hours 18 min,5 hours 44 min,21:10:10,23:18:38,18,Yes,1 hours 34 min
2021-09-08 ,4 hours 42 min,2 hours 33 min,21:02:07,23:39:07,16,Yes,2 hours 9 min
2021-09-09 ,5 hours 59 min,3 hours 34 min,21:00:54,23:17:54,12,Yes,2 hours 25 min
2021-09-10 ,4 hours 0 min,2 hours 43 min,21:05:10,22:06:10,11,Yes,1 hours 17 min
2021-09-11 ,1 hours 23 min,0 hours 0 min,02:23:24,03:46:24,1,Yes,1 hours 23 min
2021-09-12 ,5 hours 3 min,2 hours 25 min,21:03:50,23:32:50,10,Yes,2 hours 38 min
2021-09-13 ,5 hours 41 min,3 hours 48 min,21:12:04,22:42:04,9,Yes,1 hours 53 min
2021-09-14 ,3 hours 41 min,1 hours 52 min,21:00:56,23:57:54,9,Yes,1 hours 49 min
2021-09-15 ,6 hours 35 min,4 hours 55 min,00:00:54,22:21:50,8,Yes,1 hours 40 min
2021-09-18 ,6 hours 58 min,4 hours 52 min,21:00:04,23:04:04,15,Yes,2 hours 6 min
2021-09-20 ,7 hours 32 min,5 hours 41 min,21:04:16,22:50:16,13,Yes,1 hours 51 min
2021-09-21 ,7 hours 18 min,4 hours 39 min,21:18:08,23:30:08,13,Yes,2 hours 39 min
2021-09-22 ,4 hours 24 min,2 hours 59 min,21:06:05,22:20:05,12,Yes,1 hours 25 min
2021-09-26 ,3 hours 19 min,2 hours 42 min,21:00:17,22:08:17,11,Yes,0 hours 37 min
2021-09-30 ,5 hours 9 min,4 hours 11 min,21:10:41,22:21:41,11,Yes,0 hours 58 min
2021-10-01 ,5 hours 23 min,3 hours 55 min,21:02:14,22:18:14,13,Yes,1 hours 28 min
2021-10-04 ,5 hours 24 min,4 hours 37 min,21:09:32,21:41:32,14,Yes,0 hours 47 min
2021-10-05 ,7 hours 8 min,4 hours 51 min,21:00:31,23:57:36,17,Yes,2 hours 17 min
2021-10-06 ,0 hours 2 min,0 hours 0 min,00:00:36,00:02:36,0,Yes,0 hours 2 min
2021-10-07 ,4 hours 59 min,3 hours 56 min,21:00:17,21:58:17,12,Yes,1 hours 3 min
2021-10-09 ,5 hours 38 min,3 hours 7 min,21:13:34,23:56:34,12,Yes,2 hours 31 min
2021-10-10 ,0 hours 7 min,0 hours 0 min,00:14:34,00:21:34,0,Yes,0 hours 7 min
2021-10-12 ,6 hours 47 min,4 hours 21 min,21:01:45,23:38:45,20,Yes,2 hours 26 min
2021-10-13 ,4 hours 25 min,1 hours 56 min,00:04:45,23:59:12,14,Yes,2 hours 29 min
2021-10-14 ,0 hours 4 min,0 hours 0 min,00:00:12,00:04:12,0,Yes,0 hours 4 min
2021-10-15 ,6 hours 11 min,2 hours 51 min,05:37:45,23:57:46,19,Yes,3 hours 20 min
2021-10-16 ,7 hours 53 min,6 hours 2 min,00:05:46,22:26:27,15,Yes,1 hours 50 min
2021-10-17 ,2 hours 10 min,2 hours 10 min,,,4,No,0 hours 0 min
2021-10-18 ,6 hours 43 min,5 hours 7 min,21:01:12,23:56:12,19,Yes,1 hours 36 min
2021-10-19 ,5 hours 35 min,5 hours 1 min,21:07:28,21:33:28,14,Yes,0 hours 34 min
2021-10-20 ,5 hours 0 min,4 hours 20 min,21:16:17,21:37:17,10,Yes,0 hours 40 min
2021-10-23 ,6 hours 39 min,3 hours 58 min,21:00:11,23:18:11,16,Yes,2 hours 41 min
2021-10-25 ,7 hours 7 min,5 hours 48 min,21:00:36,22:10:36,9,Yes,1 hours 19 min
2021-10-26 ,1 hours 20 min,0 hours 0 min,01:48:34,03:08:34,2,Yes,1 hours 20 min
2021-10-29 ,8 hours 17 min,4 hours 24 min,04:39:41,23:58:40,20,Yes,3 hours 53 min
2021-10-30 ,21 hours 41 min,5 hours 25 min,00:01:40,22:39:55,17,Yes,16 hours 16 min
2021-11-02 ,6 hours 31 min,4 hours 48 min,21:06:42,23:20:38,15,Yes,1 hours 43 min
2021-11-03 ,6 hours 36 min,5 hours 0 min,00:07:38,22:52:42,13,Yes,1 hours 36 min
2021-11-05 ,6 hours 38 min,4 hours 56 min,21:06:06,23:17:06,14,Yes,1 hours 42 min
2021-11-07 ,6 hours 42 min,4 hours 33 min,21:11:20,23:53:20,17,Yes,2 hours 9 min
2021-11-08 ,2 hours 48 min,2 hours 48 min,,,8,No,0 hours 0 min
2021-11-09 ,9 hours 43 min,6 hours 45 min,21:04:02,23:48:03,18,Yes,2 hours 58 min
2021-11-10 ,6 hours 46 min,4 hours 31 min,21:00:26,23:45:26,15,Yes,2 hours 15 min
2021-11-11 ,4 hours 40 min,3 hours 4 min,21:00:07,22:35:07,11,Yes,1 hours 36 min
2021-11-12 ,5 hours 11 min,3 hours 38 min,21:05:31,23:43:31,13,Yes,1 hours 33 min
2021-11-13 ,6 hours 31 min,3 hours 46 min,21:14:59,23:30:59,11,Yes,2 hours 45 min
2021-11-14 ,6 hours 49 min,4 hours 58 min,21:18:36,23:09:36,13,Yes,1 hours 51 min
2021-11-15 ,9 hours 23 min,6 hours 40 min,21:08:06,23:36:06,18,Yes,2 hours 43 min
2021-11-19 ,5 hours 3 min,4 hours 14 min,21:02:31,21:42:31,10,Yes,0 hours 49 min
2021-11-21 ,7 hours 12 min,5 hours 10 min,21:37:48,23:39:48,17,Yes,2 hours 2 min
2021-11-22 ,4 hours 32 min,3 hours 28 min,00:15:48,23:55:34,14,Yes,1 hours 4 min
2021-11-23 ,7 hours 29 min,5 hours 21 min,21:15:31,23:23:31,11,Yes,2 hours 8 min
2021-11-24 ,7 hours 28 min,5 hours 12 min,21:02:25,23:18:25,13,Yes,2 hours 16 min
2021-11-25 ,4 hours 51 min,2 hours 58 min,21:19:54,22:52:54,12,Yes,1 hours 53 min
2021-11-27 ,7 hours 47 min,5 hours 32 min,21:13:31,23:12:31,14,Yes,2 hours 15 min
2021-11-28 ,5 hours 44 min,3 hours 26 min,21:04:16,23:22:16,14,Yes,2 hours 18 min
2021-11-29 ,6 hours 10 min,3 hours 46 min,21:05:30,23:44:30,11,Yes,2 hours 24 min
2021-11-30 ,3 hours 16 min,0 hours 44 min,00:04:30,23:44:11,9,Yes,2 hours 32 min
2021-12-01 ,5 hours 38 min,4 hours 24 min,21:00:11,22:50:11,12,Yes,1 hours 14 min
2021-12-02 ,6 hours 36 min,3 hours 42 min,21:07:24,23:43:24,13,Yes,2 hours 54 min
2021-12-03 ,6 hours 58 min,4 hours 41 min,21:01:47,23:09:47,15,Yes,2 hours 17 min
2021-12-04 ,7 hours 33 min,4 hours 39 min,21:01:41,23:50:41,16,Yes,2 hours 54 min
2021-12-05 ,7 hours 26 min,4 hours 56 min,00:03:41,23:56:45,20,Yes,2 hours 30 min
2021-12-06 ,5 hours 22 min,3 hours 3 min,21:04:40,23:14:40,14,Yes,2 hours 19 min
2021-12-07 ,6 hours 53 min,4 hours 34 min,21:02:47,23:14:47,15,Yes,2 hours 19 min
2021-12-10 ,6 hours 52 min,3 hours 45 min,21:04:35,23:59:35,15,Yes,3 hours 7 min
2021-12-11 ,6 hours 8 min,5 hours 57 min,20:53:44,21:04:44,12,Yes,0 hours 11 min
